,Country code,Year,Financing scheme,Function,Provider,Share of current expenditure on health (in %),Share of gross domestic product (in %)
1895,DEU,2020,Government/compulsory schemes,Long-term care (health),All providers,14.206,1.822
1896,DEU,2020,Government/compulsory schemes,Outpatient curative and rehabilitative care,All providers,17.226,2.209
1897,DEU,2020,Government/compulsory schemes,Governance and health system and financing administration,All providers,4.13,0.53
1898,DEU,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,0.836,0.107
1899,DEU,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,3.609,0.463
1900,DEU,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,5.556,0.712
1901,DEU,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of health care system administration and financing,0.283,0.036
1902,DEU,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Rest of the world,0.031,0.004
1903,DEU,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,4.293,0.551
1904,DEU,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,0.054,0.007
1905,DEU,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Rest of the economy,0.246,0.032
1906,DEU,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),All providers,14.909,1.912
1907,DEU,2020,Voluntary schemes/household out-of-pocket payments,Ancillary services (non-specified by function),All providers,0.242,0.031
1908,DEU,2020,Voluntary schemes/household out-of-pocket payments,Preventive care,All providers,0.268,0.034
1909,DEU,2020,Voluntary schemes/household out-of-pocket payments,Medical goods (non-specified by function),All providers,4.298,0.551
1910,DEU,2020,Voluntary schemes/household out-of-pocket payments,Long-term care (health),All providers,5.417,0.695
1911,DEU,2020,Voluntary schemes/household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,0.747,0.096
1912,DEU,2020,Voluntary schemes/household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,3.633,0.466
1913,DEU,2020,Voluntary schemes/household out-of-pocket payments,Governance and health system and financing administration,All providers,0.286,0.037
1914,DEU,2020,Voluntary health care payment schemes,Current expenditure on health (all functions),Hospitals,0.507,0.065
1915,DEU,2020,Voluntary health care payment schemes,Current expenditure on health (all functions),Residential long-term care facilities,0.192,0.025
1916,DEU,2020,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ambulatory health care,1.08,0.138
1917,DEU,2020,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,0.283,0.036
1918,DEU,2020,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the world,0.031,0.004
1919,DEU,2020,Voluntary health care payment schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,0.099,0.013
1920,DEU,2020,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ancillary services,0.039,0.005
1921,DEU,2020,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the economy,0.242,0.031
1922,DEU,2020,Voluntary health care payment schemes,Current expenditure on health (all functions),All providers,2.473,0.317
1923,DEU,2020,Voluntary health care payment schemes,Preventive care,All providers,0.258,0.033
1924,DEU,2020,Voluntary health care payment schemes,Ancillary services (non-specified by function),All providers,0.154,0.02
1925,DEU,2020,Voluntary health care payment schemes,Long-term care (health),All providers,0.694,0.089
1926,DEU,2020,Voluntary health care payment schemes,Inpatient curative and rehabilitative care,All providers,0.424,0.054
1927,DEU,2020,Voluntary health care payment schemes,Medical goods (non-specified by function),All providers,0.104,0.013
1928,DEU,2020,Voluntary health care payment schemes,Outpatient curative and rehabilitative care,All providers,0.55,0.071
1929,DEU,2020,Voluntary health care payment schemes,Governance and health system and financing administration,All providers,0.286,0.037
1930,DEU,2020,Household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,0.329,0.042
1931,DEU,2020,Household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,3.417,0.438
1932,DEU,2020,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,4.476,0.574
1933,DEU,2020,Household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,4.194,0.538
1934,DEU,2020,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,0.016,0.002
1935,DEU,2020,Household out-of-pocket payments,Current expenditure on health (all functions),All providers,12.436,1.595
1936,DEU,2020,Household out-of-pocket payments,Current expenditure on health (all functions),Rest of the economy,0.004,0.001
1937,DEU,2020,Household out-of-pocket payments,Ancillary services (non-specified by function),All providers,0.087,0.011
1938,DEU,2020,Household out-of-pocket payments,Preventive care,All providers,0.01,0.001
1939,DEU,2020,Household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,0.323,0.041
1940,DEU,2020,Household out-of-pocket payments,Long-term care (health),All providers,4.723,0.606
1941,DEU,2020,Household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,3.083,0.395
1942,DEU,2020,Household out-of-pocket payments,Medical goods (non-specified by function),All providers,4.194,0.538
1943,HUN,2010,All financing schemes,Current expenditure on health (all functions),Hospitals,32.287,2.404
1944,HUN,2010,All financing schemes,Current expenditure on health (all functions),Residential long-term care facilities,3.475,0.259
1945,HUN,2010,All financing schemes,Current expenditure on health (all functions),Providers of ambulatory health care,18.386,1.369
1946,HUN,2010,All financing schemes,Current expenditure on health (all functions),Providers of preventive care,2.839,0.211
1947,HUN,2010,All financing schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,1.737,0.129
1948,HUN,2010,All financing schemes,Current expenditure on health (all functions),Rest of the world,0.307,0.023
1949,HUN,2010,All financing schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,35.897,2.673
1950,HUN,2010,All financing schemes,Current expenditure on health (all functions),Providers of ancillary services,3.663,0.273
1951,HUN,2010,All financing schemes,Current expenditure on health (all functions),Rest of the economy,1.407,0.105
1952,HUN,2010,All financing schemes,Current expenditure on health (all functions),All providers,100.0,7.445
1953,HUN,2010,All financing schemes,Outpatient curative and rehabilitative care,Residential long-term care facilities,0.145,0.011
1954,HUN,2010,All financing schemes,Outpatient curative and rehabilitative care,Providers of ambulatory health care,17.97,1.338
1955,HUN,2010,All financing schemes,Outpatient curative and rehabilitative care,Hospitals,4.198,0.313
1956,HUN,2010,All financing schemes,Outpatient curative and rehabilitative care,Rest of the economy,0.472,0.035
1957,HUN,2010,All financing schemes,Outpatient curative and rehabilitative care,All providers,22.785,1.696
1958,HUN,2010,All financing schemes,Long-term care (health),Hospitals,1.172,0.087
1959,HUN,2010,All financing schemes,Long-term care (health),Residential long-term care facilities,2.774,0.207
1960,HUN,2010,All financing schemes,Long-term care (health),Providers of ambulatory health care,0.176,0.013
1961,HUN,2010,All financing schemes,Long-term care (health),All providers,4.123,0.307
1962,HUN,2010,All financing schemes,Preventive care,Providers of preventive care,2.839,0.211
1963,HUN,2010,All financing schemes,Preventive care,Residential long-term care facilities,0.002,0.0
1964,HUN,2010,All financing schemes,Preventive care,Hospitals,0.033,0.002
1965,HUN,2010,All financing schemes,Preventive care,All providers,3.87,0.288
1966,HUN,2010,All financing schemes,Preventive care,Providers of ancillary services,0.095,0.007
1967,HUN,2010,All financing schemes,Preventive care,Rest of the economy,0.9,0.067
1968,HUN,2010,All financing schemes,Ancillary services (non-specified by function),Residential long-term care facilities,0.003,0.0
1969,HUN,2010,All financing schemes,Ancillary services (non-specified by function),Hospitals,1.43,0.106
1970,HUN,2010,All financing schemes,Ancillary services (non-specified by function),All providers,5.014,0.373
1971,HUN,2010,All financing schemes,Ancillary services (non-specified by function),Providers of ancillary services,3.568,0.266
1972,HUN,2010,All financing schemes,Ancillary services (non-specified by function),Rest of the economy,0.013,0.001
1973,HUN,2010,All financing schemes,Inpatient curative and rehabilitative care,Residential long-term care facilities,0.544,0.041
1974,HUN,2010,All financing schemes,Inpatient curative and rehabilitative care,Hospitals,24.237,1.805
1975,HUN,2010,All financing schemes,Inpatient curative and rehabilitative care,All providers,24.797,1.846
1976,HUN,2010,All financing schemes,Inpatient curative and rehabilitative care,Rest of the economy,0.016,0.001
1977,HUN,2010,All financing schemes,Governance and health system and financing administration,Providers of health care system administration and financing,1.737,0.129
